time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y
29385630,0,0,0
29385660,0,0,0
29385690,0,0,0
29385720,0,0,0
29385750,0,0,0
29385780,0,0,0
29385810,0,0,0
29385840,0,0,0
29385870,0,0,0
29385900,0,0,0
29385930,0,0,0
29385960,0,0,0
29385990,0,0,0
29386020,0,0,0
29386050,0,0,0
29386080,0,0,0
29386110,0,0,0
29386140,0,0,0
29386170,0,0,0
29386200,0,0,0
29386230,0,0,0
29386260,0,0,0
29386290,0,0,0
29386320,0,0,0
29386350,0,0,0
29386380,0,0,0
29386410,0,0,0
29386440,0,0,0
29386470,0,0,0
29386500,0,0,0
29386530,0,0,0
29386560,0,0,0
29386590,0,0,0
29386620,0,0,0
29386650,0,0,0
29386680,0,0,0
29386710,0,0,0
29386740,0,0,0
29386770,0,0,0
29386800,0,0,0
29386830,0,0,0
29386860,0,0,0
29386890,0,0,0
29386920,0,0,0
29386950,0,0,0
29386980,0,0,0
29387010,0,0,0
29387040,0,0,0
29387070,0,0,0
29387100,0,0,0
29387130,0,0,0
29387160,0,0,0
29387190,0,0,0
29387220,0,0,0
29387250,0,0,0
29387280,0,0,0
29387310,0,0,0
29387340,0,0,0
29387370,0,0,0
29387400,0,0,0
29387430,0,0,0
29387460,0,0,0
29387490,0,0,0
29387520,0,0,0
29387550,0,0,0
29387580,0,0,0
29387610,0,0,0
29387640,0,0,0
29387670,0,0,0
29387700,0,0,0
29387730,0,0,0
29387760,0,0,0
29387790,0,0,0
29387820,0,0,0
29387850,0,0,0
29387880,0,0,0
29387910,0,0,0
29387940,0,0,0
29387970,0,0,0
29388000,0,0,0
29388030,0,0,0
29388060,0,0,0
29388090,0,0,0
29388120,0,0,0
29388150,0,0,0
29388180,0,0,0
29388210,0,0,0
29388240,0,0,0
29388270,0,0,0
29388300,0,0,0
29388330,0,0,0
29388360,0,0,0
29388390,0,0,0
29388420,0,0,0
29388450,0,0,0
29388480,0,0,0
29388510,0,0,0
29388540,0,0,0
29388570,0,0,0
29388600,0,0,0
29388630,0,0,0
29388660,0,0,0
29388690,0,0,0
29388720,0,0,0
29388750,0,0,0
29388780,0,0,0
29388810,0,0,0
29388840,0,0,0
29388870,0,0,0
29388900,0,0,0
29388930,0,0,0
29388960,0,0,0
29388990,0,0,0
29389020,0,0,0
29389050,0,0,0
29389080,6.89E-07,1.054299737,0
29389110,9.81E-06,3.966415647,0
29389140,3.37E-05,7.291770466,0
29389170,7.73E-05,10.88737037,0
29389200,0.000145134,14.61850473,0
29389230,0.00024083,18.35968062,0
29389260,0.000367275,22.0082899,0
29389290,0.000526343,25.49595089,0
29389320,0.000718913,28.79127022,0
29389350,0.000944895,31.89813019,0
29389380,0.001203298,34.84720716,0
29389410,0.001492362,37.68383995,0
29389440,0.001809676,40.4561801,0
29389470,0.00215235,43.20469611,0
29389500,0.002517144,45.9569671,0
29389530,0.002900626,48.72575922,0
29389560,0.00329932,51.50990907,0
29389590,0.003709819,54.29827563,0
29389620,0.00412889,57.07424188,0
29389650,0.004553575,59.81870786,0
29389680,0.004981229,62.5139373,0
29389710,0.005409576,65.14513112,0
29389740,0.005836745,67.70109693,0
29389770,0.006261254,70.17518471,0
29389800,0.006682032,72.564813,0
29389830,0.007098368,74.86972711,0
29389860,0.007509909,77.09290444,0
29389890,0.007916606,79.23879897,0
29389920,0.00831869,81.31293703,0
29389950,0.008716621,83.32213936,0
29389980,0.009111049,85.27340724,0
29390010,0.009502775,87.17420106,0
29390040,0.00989271,89.03168945,0
29390070,0.010281828,90.85297573,0
29390100,0.010671176,92.64484123,0
29390130,0.011061756,94.41344998,0
29390160,0.011454629,96.16478364,0
29390190,0.011850747,97.90393985,0
29390220,0.012251052,99.63564549,0
29390250,0.012656409,101.3639966,0
29390280,0.013067592,103.0924594,0
29390310,0.013485283,104.823925,0
29390340,0.013910108,106.5608544,0
29390370,0.014342517,108.3048903,0
29390400,0.014782974,110.0576008,0
29390430,0.015231549,111.8190181,0
29390460,0.015688935,113.5913933,0
29390490,0.016155216,115.3747005,0
29390520,0.01663037,117.1685247,0
29390550,0.017114682,118.9735077,0
29390580,0.01760811,120.7891334,0
29390610,0.018110729,122.61528,0
29390640,0.018622406,124.4511208,0
29390670,0.019143102,126.2962081,0
29390700,0.019672687,128.1497821,0
29390730,0.020210989,130.0109742,0
29390760,0.020757839,131.8789852,0
29390790,0.021313038,133.7529429,0
29390820,0.021876364,135.6319395,0
29390850,0.022447585,137.5150836,0
29390880,0.023026467,139.4015203,0
29390910,0.023612779,141.2904396,0
29390940,0.024206293,143.1810844,0
29390970,0.024806789,145.0727559,0
29391000,0.025414058,146.9648194,0
29391030,0.026027903,148.8567073,0
29391060,0.026648142,150.7479214,0
29391090,0.02727461,152.6380329,0
29391120,0.027907156,154.5266818,0
29391150,0.028545649,156.4135746,0
29391180,0.029189977,158.298481,0
29391210,0.029840043,160.1812303,0
29391240,0.030495767,162.0617063,0
29391270,0.031157088,163.9398432,0
29391300,0.031823958,165.8156195,0
29391330,0.032496345,167.6890531,0
29391360,0.033174228,169.5601957,0
29391390,0.033857601,171.4291277,0
29391420,0.034546464,173.2959523,0
29391450,0.035240829,175.1607915,0
29391480,0.035940714,177.0237804,0
29391510,0.036646144,178.8850637,0
29391540,0.037357147,180.7447913,0
29391570,0.038073756,182.603115,0
29391600,0.038796005,184.4601855,0
29391630,0.03952393,186.3161493,0
29391660,0.040257566,188.1711471,0
29391690,0.040996947,190.0253112,0
29391720,0.041742108,191.8787649,0
29391750,0.042493078,193.7316207,0
29391780,0.043249886,195.5839799,0
29391810,0.044012558,197.4359321,0
29391840,0.044781114,199.2875549,0
29391870,0.045555575,201.1389144,0
29391900,0.046335953,202.990065,0
29391930,0.047122261,204.84105,0
29391960,0.047914505,206.6919025,0
29391990,0.048712689,208.5426457,0
29392020,0.049516815,210.393294,0
29392050,0.050326878,212.2438537,0
29392080,0.051142874,214.0943239,0
29392110,0.051964795,215.9446976,0
29392140,0.05279263,217.7949624,0
29392170,0.053626366,219.6451013,0
29392200,0.05446599,221.4950939,0
29392230,0.055311486,223.344917,0
29392260,0.056162837,225.1945449,0
29392290,0.057020025,227.0439511,0
29392320,0.057883033,228.8931078,0
29392350,0.05875184,230.7419873,0
29392380,0.05962643,232.5905617,0
29392410,0.060506783,234.4388042,0
29392440,0.06139288,236.2866885,0
29392470,0.062284703,238.1341898,0
29392500,0.063182235,239.9812846,0
29392530,0.064085459,241.827951,0
29392560,0.064994358,243.6741686,0
29392590,0.065908915,245.5199189,0
29392620,0.066829117,247.3651852,0
29392650,0.067754949,249.2099522,0
29392680,0.068686398,251.0542064,0
29392710,0.06962345,252.8979361,0
29392740,0.070566094,254.7411306,0
29392770,0.071514318,256.583781,0
29392800,0.072468111,258.4258794,0
29392830,0.073427465,260.267419,0
29392860,0.074392369,262.108394,0
29392890,0.075362813,263.9487997,0
29392920,0.076338791,265.7886317,0
29392950,0.077320293,267.6278864,0
29392980,0.078307311,269.4665609,0
29393010,0.079299839,271.3046522,0
29393040,0.080297868,273.1421579,0
29393070,0.081301393,274.9790757,0
29393100,0.082310405,276.8154034,0
29393130,0.083324899,278.6511389,0
29393160,0.084344866,280.48628,0
29393190,0.085370302,282.3208244,0
29393220,0.086401198,284.1547698,0
29393250,0.087437548,285.9881137,0
29393280,0.088479347,287.8208534,0
29393310,0.089526586,289.6529862,0
29393340,0.090579259,291.4845091,0
29393370,0.091637359,293.3154188,0
29393400,0.092700881,295.1457122,0
29393430,0.093769815,296.9753857,0
29393460,0.094844157,298.8044356,0
29393490,0.095923898,300.6328582,0
29393520,0.097009032,302.4606497,0
29393550,0.098099551,304.2878061,0
29393580,0.099195449,306.1143232,0
29393610,0.100296719,307.9401971,0
29393640,0.101403353,309.7654234,0
29393670,0.102515345,311.5899982,0
29393700,0.103632687,313.4139172,0
29393730,0.104755372,315.2371763,0
29393760,0.105883394,317.0597713,0
29393790,0.107016745,318.8816981,0
29393820,0.108155418,320.7029528,0
29393850,0.109299407,322.5235313,0
29393880,0.110448705,324.3434298,0
29393910,0.111603305,326.1626445,0
29393940,0.112763201,327.9811716,0
29393970,0.113928385,329.7990076,0
29394000,0.115098851,331.6161488,0
29394030,0.116274632,333.4326624,0
29394060,0.117455852,335.2487675,0
29394090,0.118642719,337.0648066,0
29394120,0.11983548,338.881173,0
29394150,0.121034395,340.6982662,0
29394180,0.122239722,342.5164762,0
29394210,0.123451719,344.3361785,0
29394240,0.124670636,346.1577288,0
29394270,0.125896716,347.9814581,0
29394300,0.127130186,349.8076692,0
29394330,0.128371257,351.6366337,0
29394360,0.129620125,353.4685899,0
29394390,0.130876963,355.3037422,0
29394420,0.132141929,357.1422605,0
29394450,0.133415156,358.9842806,0
29394480,0.134696758,360.8299056,0
29394510,0.135986831,362.679207,0
29394540,0.137285448,364.5322268,0
29394570,0.138592667,366.3889793,0
29394600,0.139908526,368.2494538,0
29394630,0.141233047,370.113617,0
29394660,0.142566238,371.9814155,0
29394690,0.143908094,373.852778,0
29394720,0.145258597,375.7276182,0
29394750,0.146617717,377.6058372,0
29394780,0.147985418,379.4873252,0
29394810,0.149361653,381.3719641,0
29394840,0.15074637,383.2596292,0
29394870,0.152139511,385.150191,0
29394900,0.153541013,387.0435165,0
29394930,0.154950811,388.9394711,0
29394960,0.156368836,390.8379189,0
29394990,0.157795017,392.7387244,0
29395020,0.159229281,394.6417529,0
29395050,0.160671556,396.5468711,0
29395080,0.162121768,398.4539478,0
29395110,0.163579844,400.362854,0
29395140,0.165045709,402.2734632,0
29395170,0.166519291,404.1856513,0
29395200,0.168000515,406.099297,0
29395230,0.169489309,408.0142812,0
29395260,0.1709856,409.9304876,0
29395290,0.172489316,411.8478015,0
29395320,0.174000383,413.7661105,0
29395350,0.175518729,415.6853038,0
29395380,0.17704428,417.6052721,0
29395410,0.178576964,419.5259071,0
29395440,0.180116705,421.4471017,0
29395470,0.181663428,423.3687492,0
29395500,0.183217058,425.2907433,0
29395530,0.184777517,427.2129782,0
29395560,0.186344725,429.1353477,0
29395590,0.187918603,431.0577456,0
29395620,0.189499069,432.9800653,0
29395650,0.191086039,434.9021998,0
29395680,0.192679427,436.8240413,0
29395710,0.194279145,438.7454814,0
29395740,0.195885104,440.6664109,0
29395770,0.197497211,442.5867199,0
29395800,0.199115373,444.5062975,0
29395830,0.200739493,446.4250318,0
29395860,0.202369472,448.3428103,0
29395890,0.20400521,450.2595196,0
29395920,0.205646604,452.1750452,0
29395950,0.207293547,454.0892719,0
29395980,0.208945933,456.0020839,0
29396010,0.21060365,457.9133644,0
29396040,0.212266588,459.822996,0
29396070,0.213934632,461.7308606,0
29396100,0.215607664,463.6368396,0
29396130,0.217285568,465.5408136,0
29396160,0.21896822,467.4426629,0
29396190,0.2206555,469.3422671,0
29396220,0.222347281,471.2395056,0
29396250,0.224043437,473.1342571,0
29396280,0.225743838,475.0264,0
29396310,0.227448354,476.9158125,0
29396340,0.229156851,478.8023724,0
29396370,0.230869195,480.6859569,0
29396400,0.232585248,482.5664433,0
29396430,0.234304871,484.4437084,0
29396460,0.236027924,486.3176288,0
29396490,0.237754264,488.1880808,0
29396520,0.239483746,490.0549404,0
29396550,0.241216223,491.9180835,0
29396580,0.242951548,493.7773856,0
29396610,0.244689569,495.632722,0
29396640,0.246430133,497.4839677,0
29396670,0.248173088,499.3309977,0
29396700,0.249918276,501.1736863,0
29396730,0.25166554,503.0119079,0
29396760,0.25341472,504.8455364,0
29396790,0.255165652,506.6744458,0
29396820,0.256918175,508.4985093,0
29396850,0.258672122,510.3176002,0
29396880,0.260427325,512.1315915,0
29396910,0.262183615,513.9403558,0
29396940,0.26394082,515.7437654,0
29396970,0.265698767,517.5416924,0
29397000,0.26745728,519.3340085,0
29397030,0.269216183,521.1205853,0
29397060,0.270975297,522.901294,0
29397090,0.272734439,524.6760053,0
29397120,0.274493428,526.44459,0
29397150,0.276252078,528.2069183,0
29397180,0.278010204,529.9628602,0
29397210,0.279767615,531.7122855,0
29397240,0.281524123,533.4550635,0
29397270,0.283279535,535.1910635,0
29397300,0.285033656,536.9201541,0
29397330,0.286786292,538.6422041,0
29397360,0.288537244,540.3570816,0
29397390,0.290286312,542.0646546,0
29397420,0.292033296,543.7647909,0
29397450,0.293777992,545.4573578,0
29397480,0.295520196,547.1422226,0
29397510,0.2972597,548.819252,0
29397540,0.298996298,550.4883127,0
29397570,0.300729778,552.149271,0
29397600,0.30245993,553.8019929,0
29397630,0.30418654,555.4463408,0
29397660,0.305909404,557.0821829,0
29397690,0.30762833,558.7094076,0
29397720,0.30934314,560.3279239,0
29397750,0.311053678,561.9376605,0
29397780,0.312759803,563.5385645,0
29397810,0.314461394,565.1306004,0
29397840,0.316158347,566.7137497,0
29397870,0.317850575,568.2880103,0
29397900,0.319538007,569.853395,0
29397930,0.321220589,571.4099304,0
29397960,0.32289828,572.9576557,0
29397990,0.324571052,574.4966213,0
29398020,0.326238891,576.0268873,0
29398050,0.327901791,577.5485225,0
29398080,0.329559757,579.061603,0
29398110,0.331212803,580.5662109,0
29398140,0.332860948,582.0624335,0
29398170,0.33450422,583.5503621,0
29398200,0.33614265,585.0300913,0
29398230,0.337776276,586.501718,0
29398260,0.339405138,587.965341,0
29398290,0.341029279,589.4210601,0
29398320,0.342648746,590.868976,0
29398350,0.344263586,592.3091897,0
29398380,0.345873849,593.7418022,0
29398410,0.347479588,595.1669142,0
29398440,0.349080853,596.5846263,0
29398470,0.3506777,597.9950384,0
29398500,0.352270182,599.3982503,0
29398530,0.353858355,600.7943608,0
29398560,0.355442274,602.1834687,0
29398590,0.357021998,603.5656721,0
29398620,0.358597584,604.9410688,0
29398650,0.360169091,606.3097565,0
29398680,0.361736578,607.6718325,0
29398710,0.363300108,609.0273942,0
29398740,0.364859743,610.3765389,0
29398770,0.366415546,611.7193643,0
29398800,0.367967582,613.0559679,0
29398830,0.369515919,614.3864478,0
29398860,0.371060624,615.7109024,0
29398890,0.372601767,617.0294306,0
29398920,0.37413942,618.3421316,0
29398950,0.375673657,619.6491052,0
29398980,0.377204551,620.950452,0
29399010,0.378732181,622.2462728,0
29399040,0.380256625,623.5366694,0
29399070,0.381777964,624.821744,0
29399100,0.38329628,626.1015994,0
29399130,0.384811658,627.3763392,0
29399160,0.386324184,628.6460674,0
29399190,0.387833946,629.9108888,0
29399220,0.389341035,631.1709086,0
29399250,0.390845542,632.4262328,0
29399280,0.39234756,633.6769677,0
29399310,0.393847186,634.9232203,0
29399340,0.395344515,636.165098,0
29399370,0.396839648,637.4027088,0
29399400,0.398332684,638.636161,0
29399430,0.399823725,639.8655635,0
29399460,0.401312876,641.0910256,0
29399490,0.402800242,642.3126569,0
29399520,0.40428593,643.5305675,0
29399550,0.405770048,644.7448678,0
29399580,0.407252707,645.9556686,0
29399610,0.408734018,647.163081,0
29399640,0.410214094,648.3672166,0
29399670,0.411693051,649.5681872,0
29399700,0.413171004,650.7661048,0
29399730,0.414648072,651.961082,0
29399760,0.416124372,653.1532316,0
29399790,0.417600027,654.3426665,0
29399820,0.419075158,655.5295003,0
29399850,0.420549888,656.7138466,0
29399880,0.422024343,657.8958195,0
29399910,0.42349865,659.0755331,0
29399940,0.424972935,660.2531022,0
29399970,0.426447329,661.4286415,0
29400000,0.427921962,662.6022664,0
29400030,0.429396968,663.7740923,0
29400060,0.430872478,664.944235,0
29400090,0.432348629,666.1128105,0
29400120,0.433825558,667.2799354,0
29400150,0.435303402,668.4457262,0
29400180,0.4367823,669.6103,0
29400210,0.438262395,670.773774,0
29400240,0.439743828,671.9362659,0
29400270,0.441226744,673.0978933,0
29400300,0.442711286,674.2587746,0
29400330,0.444197604,675.4190282,0
29400360,0.445685844,676.5787727,0
29400390,0.447176156,677.7381272,0
29400420,0.448668692,678.897211,0
29400450,0.450163604,680.0561437,0
29400480,0.451661045,681.2150451,0
29400510,0.453161173,682.3740353,0
29400540,0.454664143,683.5332348,0
29400570,0.456170114,684.6927642,0
29400600,0.457679246,685.8527445,0
29400630,0.4591917,687.0132968,0
29400660,0.460707638,688.1745426,0
29400690,0.462227226,689.3366037,0
29400720,0.463750629,690.4996019,0
29400750,0.465278013,691.6636596,0
29400780,0.466809549,692.8288991,0
29400810,0.468345404,693.9954433,0
29400840,0.469885752,695.1634149,0
29400870,0.471430765,696.3329373,0
29400900,0.472980618,697.5041339,0
29400930,0.474535486,698.6771282,0
29400960,0.476095548,699.8520441,0
29400990,0.477660981,701.0290058,0
29401020,0.479231966,702.2081376,0
29401050,0.480808686,703.3895639,0
29401080,0.482391323,704.5734095,0
29401110,0.483980063,705.7597993,0
29401140,0.485575091,706.9488585,0
29401170,0.487176596,708.1407124,0
29401200,0.488784767,709.3354865,0
29401230,0.490399693,710.5332074,0
29401260,0.492021221,711.733699,0
29401290,0.493648983,712.9366282,0
29401320,0.495282503,714.1415963,0
29401350,0.49692128,715.3481935,0
29401380,0.498564811,716.5560178,0
29401410,0.500212598,717.7646799,0
29401440,0.501864155,718.973809,0
29401470,0.50351902,720.1830576,0
29401500,0.505176758,721.3921052,0
29401530,0.506836966,722.6006609,0
29401560,0.508499278,723.8084645,0
29401590,0.510163364,725.0152874,0
29401620,0.511828934,726.2209317,0
29401650,0.513495733,727.4252295,0
29401680,0.515163545,728.628041,0
29401710,0.516832185,729.8292523,0
29401740,0.518501502,731.0287734,0
29401770,0.520171373,732.2265354,0
29401800,0.521841701,733.422488,0
29401830,0.523512412,734.6165967,0
29401860,0.525183451,735.8088404,0
29401890,0.526854774,736.9992053,0
29401920,0.528526342,738.1876763,0
29401950,0.530198108,739.3742344,0
29401980,0.531870027,740.5588601,0
29402010,0.533542059,741.741537,0
29402040,0.535214168,742.9222526,0
29402070,0.536886327,744.1009984,0
29402100,0.538558508,745.2777679,0
29402130,0.540230394,746.4522878,0
29402160,0.541901423,747.6241426,0
29402190,0.543571265,748.7931442,0
29402220,0.545239907,749.9593225,0
29402250,0.546907425,751.1227563,0
29402280,0.548573807,752.283449,0
29402310,0.550238924,753.4413154,0
29402340,0.551902576,754.5962243,0
29402370,0.553564555,755.7480377,0
29402400,0.555224661,756.8966309,0
29402430,0.556882725,758.0419007,0
29402460,0.558538631,759.1837935,0
29402490,0.560192331,760.3223002,0
29402520,0.561843784,761.4574131,0
29402550,0.563492918,762.5890981,0
29402580,0.565139629,763.7172975,0
29402610,0.5667838,764.8419455,0
29402640,0.568425313,765.9629785,0
29402670,0.57006406,767.0803375,0
29402700,0.571699933,768.1939673,0
29402730,0.573332831,769.3038146,0
29402760,0.57496265,770.4098272,0
29402790,0.576589289,771.5119529,0
29402820,0.578212644,772.6101393,0
29402850,0.579832611,773.7043333,0
29402880,0.581449086,774.7944806,0
29402910,0.583061958,775.8805254,0
29402940,0.584671118,776.9624101,0
29402970,0.58627645,778.0400746,0
29403000,0.587877836,779.1134565,0
29403030,0.589475153,780.1824911,0
29403060,0.591068277,781.2471128,0
29403090,0.592657083,782.3072568,0
29403120,0.59424145,783.3628596,0
29403150,0.595821253,784.4138586,0
29403180,0.597396372,785.4601915,0
29403210,0.598966682,786.501795,0
29403240,0.600532056,787.5386041,0
29403270,0.602092365,788.5705509,0
29403300,0.60364747,789.5975635,0
29403330,0.605197228,790.619565,0
29403360,0.606741485,791.6364716,0
29403390,0.608280075,792.6481915,0
29403420,0.609812815,793.6546218,0
29403450,0.611339504,794.6556468,0
29403480,0.612859917,795.6511333,0
29403510,0.614373796,796.6409256,0
29403540,0.615880837,797.6248378,0
29403570,0.617380677,798.6026395,0
29403600,0.618872854,799.5740311,0
29403630,0.620356726,800.538579,0
29403660,0.621831293,801.4955841,0
29403690,0.623296226,802.4449856,0
29403720,0.624752205,803.3873775,0
29403750,0.626200195,804.3234651,0
29403780,0.627640731,805.2536067,0
29403810,0.629074571,806.178431,0
29403840,0.630503118,807.0989775,0
29403870,0.631927997,808.0163647,0
29403900,0.633350612,808.9315294,0
29403930,0.63477206,809.8451856,0
29403960,0.636193196,810.7578701,0
29403990,0.637614673,811.669975,0
29404020,0.63903696,812.5817638,0
29404050,0.640460353,813.4933839,0
29404080,0.641884991,814.4048786,0
29404110,0.64331087,815.3161994,0
29404140,0.644737857,816.227217,0
29404170,0.646165706,817.1377301,0
29404200,0.647594064,818.0474727,0
29404230,0.649022474,818.9561149,0
29404260,0.650450364,819.8632532,0
29404290,0.65187698,820.7683591,0
29404320,0.653301383,821.6707916,0
29404350,0.654723281,822.5704762,0
29404380,0.656143159,823.4678127,0
29404410,0.657561711,824.3632916,0
29404440,0.658979479,825.257287,0
29404470,0.660396838,826.1500539,0
29404500,0.661814061,827.0417715,0
29404530,0.663231348,827.9325637,0
29404560,0.664648826,828.8225058,0
29404590,0.66606656,829.7116275,0
29404620,0.667484547,830.5999169,0
29404650,0.668902727,831.487322,0
29404680,0.670320975,832.3737504,0
29404710,0.671739098,833.2590651,0
29404740,0.673156812,834.1430674,0
29404770,0.674573637,835.0254183,0
29404800,0.675989323,835.9060054,0
29404830,79.56445765,9230.335572,0
29404860,72.93746231,8133.414386,0
29404890,65.06382883,7137.145218,0
29404920,57.89425616,6306.473837,0
29404950,51.66406625,5627.603575,0
29404980,46.37100315,5077.788607,0
29405010,41.92959973,4634.437989,0
29405040,38.22836515,4277.629822,0
29405070,35.15732208,3990.804675,0
29405100,32.61812929,3760.609857,0
29405130,30.52383137,3576.154598,0
29405160,28.80053351,3428.696828,0
29405190,27.38583222,3311.177329,0
29405220,26.22724568,3217.876133,0
29405250,25.28066246,3144.109615,0
29405280,24.50892692,3086.027248,0
29405310,23.88089137,3040.494161,0
29405340,23.37030769,3004.910489,0
29405370,22.95512297,2977.138365,0
29405400,22.61681759,2955.419333,0
29405430,22.33963052,2938.263317,0
29405460,22.11110772,2924.635598,0
29405490,21.92079849,2913.544573,0
29405520,21.75973266,2904.245107,0
29405550,21.62073288,2896.151698,0
29405580,21.49811645,2888.825035,0
29405610,21.38744365,2881.93698,0
29405640,21.28516576,2875.24756,0
29405670,21.18867798,2868.593399,0
29405700,21.09596722,2861.865876,0
29405730,10.19191102,1789.879395,0
29405760,9.815251595,1789.087029,0
29405790,9.644509975,1805.004942,0
29405820,9.603701476,1831.57913,0
29405850,9.65963567,1865.413979,0
29405880,9.785934178,1903.67593,0
29405910,9.960345279,1943.963978,0
29405940,10.16488132,1984.348145,0
29405970,10.384472,2023.289838,0
29406000,10.60683936,2059.631558,0
29406030,10.82236035,2092.566856,0
29406060,11.02385891,2121.607043,0
29406090,11.2062941,2146.520921,0
29406120,11.3664909,2167.289073,0
29406150,11.50296213,2184.065152,0
29406180,11.61539335,2197.110634,0
29406210,11.70462862,2206.779118,0
29406240,11.77216225,2213.462239,0
29406270,11.82002406,2217.570754,0
29406300,11.85049739,2219.508994,0
29406330,11.86594131,2219.658372,0
29406360,11.86873578,2218.372811,0
29406390,11.86112471,2215.96758,0
29406420,11.84515446,2212.716586,0
29406450,11.82268472,2208.856343,0
29406480,11.79539571,2204.588511,0
29406510,11.76463366,2200.071049,0
29406540,11.73153203,2195.430939,0
29406570,11.69709193,2190.773029,0
29406600,11.66206465,2186.172294,0
29406630,11.62705238,2181.684578,0
29406660,11.59249401,2177.346891,0
29406690,11.55873092,2173.184188,0
29406720,11.52597265,2169.208018,0
29406750,11.49437496,2165.42329,0
29406780,11.46399682,2161.82637,0
29406810,11.43487533,2158.410834,0
29406840,11.40697979,2155.16518,0
29406870,11.38027904,2152.077689,0
29406900,11.35469631,2149.133908,0
29406930,11.33016797,2146.320723,0
29406960,11.30660018,2143.623735,0
29406990,11.28392005,2141.030697,0
29407020,11.26203446,2138.528884,0
29407050,11.24087481,2136.108024,0
29407080,11.22035823,2133.757729,0
29407110,11.20042712,2131.470047,0
29407140,11.18101277,2129.237004,0
29407170,11.16207074,2127.052859,0
29407200,11.14354691,2124.911792,0
29407230,11.12540948,2122.80994,0
29407260,11.10761742,2120.743234,0
29407290,11.09014965,2118.709269,0
29407320,11.07297585,2116.705295,0
29407350,11.05608328,2114.729959,0
29407380,11.03944974,2112.781435,0
29407410,11.0230685,2110.859069,0
29407440,11.00692316,2108.961638,0
29407470,10.99101094,2107.088905,0
29407500,10.97531933,2105.240006,0
29407530,10.95984789,2103.414924,0
29407560,10.94458655,2101.612976,0
29407590,10.92953603,2099.83423,0
29407620,10.91468766,2098.078079,0
29407650,10.90004255,2096.344575,0
29407680,10.88559274,2094.633142,0
29407710,10.87133937,2092.943784,0
29407740,10.85727463,2091.275886,0
29407770,10.84339942,2089.629404,0
29407800,10.82970603,2088.003685,0
29407830,10.81619493,2086.398625,0
29407860,10.80285846,2084.813543,0
29407890,10.78969667,2083.248278,0
29407920,10.77670193,2081.702131,0
29407950,10.76387393,2080.1749,0
29407980,10.75120513,2078.665875,0
29408010,10.7386949,2077.174827,0
29408040,10.72633584,2075.701048,0
29408070,10.71412714,2074.244292,0
29408100,10.70206154,2072.80386,0
29408130,10.69013811,2071.379501,0
29408160,10.6783498,2069.97053,0
29408190,10.6666956,2068.576699,0
29408220,10.65516871,2067.197342,0
29408250,10.64376809,2065.832216,0
29408280,10.6324872,2064.480677,0
29408310,10.62132498,2063.142493,0
29408340,10.61027515,2061.817041,0
29408370,10.5993367,2060.5041,0
29408400,10.58850361,2059.203075,0
29408430,10.57777532,2057.913848,0
29408460,10.56714892,2056.636351,0
29408490,10.55662853,2055.37109,0
29408520,10.54621292,2054.118122,0
29408550,10.53590563,2052.87783,0
29408580,10.52570529,2051.650208,0
29408610,10.51561485,2050.435539,0
29408640,10.50563253,2049.233732,0
29408670,10.49576066,2048.044976,0
29408700,10.485997,2046.869104,0
29408730,10.47634328,2045.706228,0
29408760,10.46679689,2044.556118,0
29408790,10.45735906,2043.418824,0
29408820,10.44802688,2042.29407,0
29408850,10.43880114,2041.181865,0
29408880,10.42967875,2040.081899,0
29408910,10.42066021,2038.994152,0
29408940,10.41174228,2037.918297,0
29408970,10.40292526,2036.854295,0
29409000,10.39420586,2035.801812,0
29409030,10.38558424,2034.760798,0
29409060,10.37705711,2033.730917,0
29409090,10.36862454,2032.71212,0
29409120,10.3602833,2031.704071,0
29409150,10.35203339,2030.706721,0
29409180,10.34387168,2029.71975,0
29409210,10.33579815,2028.743096,0
29409240,10.32780967,2027.776454,0
29409270,10.31990633,2026.819772,0
29409300,10.31208504,2025.872747,0
29409330,10.30434588,2024.935334,0
29409360,10.29668589,2024.007239,0
29409390,10.28910513,2023.088421,0
29409420,10.28160074,2022.178593,0
29409450,10.27417281,2021.277719,0
29409480,10.26681854,2020.385521,0
29409510,10.25953804,2019.501966,0
29409540,10.25232861,2018.626783,0
29409570,10.24519035,2017.759945,0
29409600,10.23812066,2016.901184,0
29409630,10.23111962,2016.050479,0
29409660,10.22418474,2015.207568,0
29409690,10.2173161,2014.372433,0
29409720,10.21051126,2013.544818,0
29409750,10.20377033,2012.724709,0
29409780,10.19709094,2011.911853,0
29409810,10.19047321,2011.106242,0
29409840,10.18391482,2010.307626,0
29409870,10.1774159,2009.516002,0
29409900,10.1709742,2008.731123,0
29409930,10.16458985,2007.952986,0
29409960,10.15826069,2007.181362,0
29409990,10.15198686,2006.416239,0
29410020,10.14576619,2005.657393,0
29410050,10.13959889,2004.904818,0
29410080,10.13348284,2004.158293,0
29410110,10.12741823,2003.417817,0
29410140,10.12140302,2002.68317,0
29410170,10.1154374,2001.954356,0
29410200,10.10951938,2001.23116,0
29410230,10.10364916,2000.513586,0
29410260,10.09782482,1999.801427,0
29410290,10.09204662,1999.094703,0
29410320,10.08631278,1998.393219,0
29410350,10.08062365,1997.697007,0
29410380,10.07497753,1997.005884,0
29410410,10.06937481,1996.319891,0
29410440,10.0638139,1995.638848,0
29410470,10.05829519,1994.962801,0
