time,con_oveTSetHea_u,con_oveTSetCoo_u,zon_reaTRooAir_y
29487060,296.15,303.15,296.1547399651736
29487090,296.15,303.15,296.1547151967343
29487120,296.15,303.15,296.15469121528776
29487150,296.15,303.15,296.1546680101729
29487180,296.15,303.15,296.154645571077
29487210,296.15,303.15,296.1546238880195
29487240,296.15,303.15,296.15460295133727
29487270,296.15,303.15,296.15458275167106
29487300,296.15,303.15,296.15456327995173
29487330,296.15,303.15,296.15454452738857
29487360,296.15,303.15,296.15452648545687
29487390,296.15,303.15,296.1545091458873
29487420,296.15,303.15,296.1544925006551
29487450,296.15,303.15,296.15447654197055
29487480,296.15,303.15,296.15446126226925
29487510,296.15,303.15,296.1544466542034
29487540,296.15,303.15,296.15443271063344
29487570,296.15,303.15,296.1544194246201
29487600,296.15,303.15,296.1544067894168
29487630,296.15,303.15,296.1543947878052
29487660,296.15,303.15,296.15438337837537
29487690,296.15,303.15,296.1543725170765
29487720,296.15,303.15,296.15436217498143
29487750,296.15,303.15,296.15435231968013
29487780,296.15,303.15,296.1543428371188
29487810,296.15,303.15,296.1543335852191
29487840,296.15,303.15,296.15432472145307
29487870,296.15,303.15,296.1543168922152
29487900,296.15,303.15,296.1543110655692
29487930,296.15,303.15,296.1543081657081
29487960,296.15,303.15,296.1543086474976
29487990,296.15,303.15,296.15431241125845
29488020,296.15,303.15,296.15431915329236
29488050,296.15,303.15,296.1543285907952
29488080,296.15,303.15,296.15434045737425
29488110,296.15,303.15,296.1543545087838
29488140,296.15,303.15,296.1543705317053
29488170,296.15,303.15,296.1543883454251
29488200,296.15,303.15,296.15440780076483
29488230,296.15,303.15,296.1544287773226
29488260,296.15,303.15,296.15445118456313
29488290,296.15,303.15,296.1544750737829
29488320,296.15,303.15,296.15450075120225
29488350,296.15,303.15,296.15452855659385
29488380,296.15,303.15,296.15455851283724
29488410,296.15,303.15,296.1545901879389
29488440,296.15,303.15,296.1546227050321
29488470,296.15,303.15,296.1546548254746
29488500,296.15,303.15,296.154685180012
29488530,296.15,303.15,296.1547125199511
29488560,296.15,303.15,296.1547356995741
29488590,296.15,303.15,296.1547537088838
29488620,296.15,303.15,296.1547659408864
29488650,296.15,303.15,296.1547724231878
29488680,296.15,303.15,296.15477393598866
29488710,296.15,303.15,296.1547717575281
29488740,296.15,303.15,296.1547670792315
29488770,296.15,303.15,296.1547607691472
29488800,296.15,303.15,296.1547534784225
29488830,296.15,303.15,296.15474571362455
29488860,296.15,303.15,296.1547378645869
29488890,296.15,303.15,296.15473023096695
29488920,296.15,303.15,296.15472304154804
29488950,296.15,303.15,296.15471646963175
29488980,296.15,303.15,296.1547106448974
29489010,296.15,303.15,296.1547056627803
29489040,296.15,303.15,296.1547015919007
29489070,296.15,303.15,296.15469847994336
29489100,296.15,303.15,296.15469635830544
29489130,296.15,303.15,296.154695245782
29489160,296.15,303.15,296.1546951514581
29489190,296.15,303.15,296.15469607699424
29489220,296.15,303.15,296.15469801840896
29489250,296.15,303.15,296.1547009674782
29489280,296.15,303.15,296.15470491282144
29489310,296.15,303.15,296.1547098407491
29489340,296.15,303.15,296.15471573591765
29489370,296.15,303.15,296.15472258183803
29489400,296.15,303.15,296.15473036126764
29489430,296.15,303.15,296.15473917933895
29489460,296.15,303.15,296.1547497244835
29489490,296.15,303.15,296.15476356587453
29489520,296.15,303.15,296.1547827256103
29489550,296.15,303.15,296.15480921144336
29489580,296.15,303.15,296.1548448134286
29489610,296.15,303.15,296.15489102170557
29489640,296.15,303.15,296.15494899853684
29489670,296.15,303.15,296.15502003736447
29489700,296.15,303.15,296.15510972702555
29489730,296.15,303.15,296.1552304776907
29489760,296.15,303.15,296.1553910966779
29489790,296.15,303.15,296.15558798677387
29489820,296.15,303.15,296.1558064367093
29489850,296.15,303.15,296.15603539405026
29489880,296.15,303.15,296.156270658454
29489910,296.15,303.15,296.15650898209424
29489940,296.15,303.15,296.15674824414606
29489970,296.15,303.15,296.1569887737702
29490000,296.15,303.15,296.15723144337545
29490030,296.15,303.15,296.15747685336225
29490060,296.15,303.15,296.15772576327106
29490090,296.15,303.15,296.1579788734061
29490120,296.15,303.15,296.1582368520388
29490150,296.15,303.15,296.1585003765777
29490180,296.15,303.15,296.1587700716802
29490210,296.15,303.15,296.15904635371226
29490240,296.15,303.15,296.1593292776247
29490270,296.15,303.15,296.1596184623
29490300,296.15,303.15,296.15991311039227
29490330,296.15,303.15,296.1602121002351
29490360,296.15,303.15,296.16051411886934
29490390,296.15,303.15,296.16081781132925
29490420,296.15,303.15,296.1611219290152
29490450,296.15,303.15,296.16142546511486
29490480,296.15,303.15,296.16172776867836
29490510,296.15,303.15,296.1620286329387
29490540,296.15,303.15,296.16232834862177
29490570,296.15,303.15,296.16262755256184
29490600,296.15,303.15,296.16292694837085
29490630,296.15,303.15,296.1632270898176
29490660,296.15,303.15,296.16352830420465
29490690,296.15,303.15,296.1638307247946
29490720,296.15,303.15,296.16413435215355
29490750,296.15,303.15,296.1644391047649
29490780,296.15,303.15,296.1647448500168
29490810,296.15,303.15,296.16505142109264
29490840,296.15,303.15,296.1653586269322
29490870,296.15,303.15,296.1656662594602
29490900,296.15,303.15,296.1659740995554
29490930,296.15,303.15,296.16628192196754
29490960,296.15,303.15,296.1665894991413
29490990,296.15,303.15,296.16689660401164
29491020,296.15,303.15,296.1672030119435
29491050,296.15,303.15,296.1675085020175
29491080,296.15,303.15,296.16781285783503
29491110,296.15,303.15,296.16811586797627
29491140,296.15,303.15,296.16841732620725
29491170,296.15,303.15,296.1687170315086
29491200,296.15,303.15,296.16901478798087
29491230,295.15,297.15,296.0209834354884
29491260,295.15,297.15,295.86340940124353
29491290,295.15,297.15,295.7260836675671
29491320,295.15,297.15,295.6085701382739
29491350,295.15,297.15,295.50968950885925
29491380,295.15,297.15,295.42784182963595
29491410,295.15,297.15,295.36119755768885
29491440,295.15,297.15,295.30784379745427
29491470,295.15,297.15,295.2658892734507
29491500,295.15,297.15,295.23353601953073
29491530,295.15,297.15,295.2091340534788
29491560,295.15,297.15,295.191204477757
29491590,295.15,297.15,295.17845261160215
29491620,295.15,297.15,295.1697684570986
29491650,295.15,297.15,295.164217662301
29491680,295.15,297.15,295.16102812494404
29491710,295.15,297.15,295.15957371555714
29491740,295.15,297.15,295.1593527915927
29491770,295.15,297.15,295.1599730370841
29491800,295.15,297.15,295.1611352294236
29491830,295.15,297.15,295.1626148811623
29491860,295.15,297.15,295.1642468468136
29491890,295.15,297.15,295.1659134550747
29491920,295.15,297.15,295.16753458842186
29491950,295.15,297.15,295.16905903510974
29491980,295.15,297.15,295.17045714428343
29492010,295.15,297.15,295.1717148889122
29492040,295.15,297.15,295.1728292343516
29492070,295.15,297.15,295.1738045794782
29492100,295.15,297.15,295.17465004548734
29492130,295.15,297.15,295.17537744383
29492160,295.15,297.15,295.1759997951077
29492190,295.15,297.15,295.1765302883704
29492220,295.15,297.15,295.1769815825233
29492250,295.15,297.15,295.17736536906165
29492280,295.15,297.15,295.177692130591
29492310,295.15,297.15,295.17797104196035
29492340,295.15,297.15,295.17820996933193
29492370,295.15,297.15,295.178415530162
29492400,295.15,297.15,295.1785931922861
29492430,295.15,297.15,295.17874739446387
29492460,295.15,297.15,295.1788816755809
29492490,295.15,297.15,295.1789988034234
29492520,295.15,297.15,295.17910089693237
29492550,295.15,297.15,295.17918953824375
29492580,295.15,297.15,295.1792658726149
29492610,295.15,297.15,295.17933069558444
29492640,295.15,297.15,295.17938452752503
29492670,295.15,297.15,295.17942795292777
29492700,295.15,297.15,295.1794647353908
29492730,295.15,297.15,295.1795056810305
29492760,295.15,297.15,295.1795681710177
29492790,295.15,297.15,295.1796702577057
29492820,295.15,297.15,295.1798229344125
29492850,295.15,297.15,295.1800246945958
29492880,295.15,297.15,295.1802593004774
29492910,295.15,297.15,295.18049939575815
29492940,295.15,297.15,295.1807162552144
29492970,295.15,297.15,295.1808897551571
29493000,295.15,297.15,295.18101146635973
29493030,295.15,297.15,295.1810812293888
29493060,295.15,297.15,295.1811023807834
29493090,295.15,297.15,295.18107935770456
29493120,295.15,297.15,295.18101746487844
29493150,295.15,297.15,295.18092295514145
29493180,295.15,297.15,295.18080254822723
29493210,295.15,297.15,295.1806627040066
29493240,295.15,297.15,295.18050915715213
29493270,295.15,297.15,295.1803468127928
29493300,295.15,297.15,295.1801798127179
29493330,295.15,297.15,295.18001160314606
29493360,295.15,297.15,295.17984497099656
29493390,295.15,297.15,295.1796820844146
29493420,295.15,297.15,295.1795245596997
29493450,295.15,297.15,295.1793735453323
29493480,295.15,297.15,295.1792298046681
29493510,295.15,297.15,295.1790937880115
29493540,295.15,297.15,295.1789656944021
29493570,295.15,297.15,295.1788455258858
29493600,295.15,297.15,295.1787331352356
29493630,295.15,297.15,295.1786282666501
29493660,295.15,297.15,295.1785305891734
29493690,295.15,297.15,295.17843972341575
29493720,295.15,297.15,295.1783552625894
29493750,295.15,297.15,295.17827678881696
29493780,295.15,297.15,295.1782038854647
29493810,295.15,297.15,295.1781361461329
29493840,295.15,297.15,295.178073180899
29493870,295.15,297.15,295.17801462037323
29493900,295.15,297.15,295.17796011805734
29493930,294.65,297.15,295.09011586674444
29493960,294.65,297.15,295.00208597107405
29493990,294.65,297.15,294.9265160642957
29494020,294.65,297.15,294.86282713537935
29494050,294.65,297.15,294.81012145004405
29494080,294.65,297.15,294.76733164796747
29494110,294.65,297.15,294.733306489599
29494140,294.65,297.15,294.7068751325274
29494170,294.65,297.15,294.6868977534274
29494200,294.65,297.15,294.6722995629385
29494230,294.65,297.15,294.6621047671337
29494260,294.65,297.15,294.655437062182
29494290,294.65,297.15,294.6515236472351
29494320,294.65,297.15,294.64972045334576
29494350,294.65,297.15,294.6494740972639
29494380,294.65,297.15,294.6503438685335
29494410,294.65,297.15,294.65195873586134
29494440,294.65,297.15,294.6540178684794
29494470,294.65,297.15,294.6563007033385
29494500,294.65,297.15,294.6586503734592
29494530,294.65,297.15,294.66095415161976
29494560,294.65,297.15,294.66313227652284
29494590,294.65,297.15,294.66513250672756
29494620,294.65,297.15,294.66692563743794
29494650,294.65,297.15,294.6685003677062
29494680,294.65,297.15,294.6698582048462
29494710,294.65,297.15,294.6710092719978
29494740,294.65,297.15,294.67196920564703
29494770,294.65,297.15,294.6727581222988
29494800,294.65,297.15,294.6734103584182
29494830,294.65,297.15,294.6739833357742
29494860,294.65,297.15,294.6745439525976
29494890,294.65,297.15,294.6751324714214
29494920,294.65,297.15,294.6757390655423
29494950,294.65,297.15,294.67631519467096
29494980,294.65,297.15,294.6768374696893
29495010,294.65,297.15,294.6772976033266
29495040,294.65,297.15,294.6776929775993
29495070,294.65,297.15,294.67802395540065
29495100,294.65,297.15,294.6782932435964
29495130,294.65,297.15,294.67850710294186
29495160,294.65,297.15,294.67867454834413
29495190,294.65,297.15,294.6788041335263
29495220,294.65,297.15,294.67890210841205
29495250,294.65,297.15,294.67897359807284
29495280,294.65,297.15,294.6790243163064
29495310,294.65,297.15,294.6790602905965
29495340,294.65,297.15,294.67908635016516
29495370,294.65,297.15,294.6791056248536
29495400,294.65,297.15,294.67912042298286
29495430,294.65,297.15,294.67913308566403
29495460,294.65,297.15,294.6791458091344
29495490,294.65,297.15,294.6791600812006
29495520,294.65,297.15,294.67917660096475
29495550,294.65,297.15,294.6791957503126
29495580,294.65,297.15,294.67921794317715
29495610,294.65,297.15,294.67924340969654
29495640,294.65,297.15,294.6792721723873
29495670,294.65,297.15,294.6793040651766
29495700,294.65,297.15,294.6793388283556
29495730,294.65,297.15,294.67937617576064
29495760,294.65,297.15,294.67941580542526
29495790,294.65,297.15,294.67945739781766
29495820,294.65,297.15,294.679500624944
29495850,294.65,297.15,294.67954516402267
29495880,294.65,297.15,294.6795907076562
29495910,294.65,297.15,294.6796369687983
29495940,294.65,297.15,294.6796836821244
29495970,294.65,297.15,294.67973060401454
29496000,294.65,297.15,294.67977751245127
29496030,294.65,297.15,294.6798242068344
29496060,294.65,297.15,294.6798705072557
29496090,294.65,297.15,294.6799162531223
29496120,294.65,297.15,294.6799613013939
29496150,294.65,297.15,294.68000552473336
29496180,294.65,297.15,294.68004880972154
29496210,294.65,297.15,294.6800910546756
29496240,294.65,297.15,294.6801321658726
29496270,294.65,297.15,294.6801720536087
29496300,294.65,297.15,294.6802106304938
29496330,294.65,297.15,294.6802478123224
29496360,294.65,297.15,294.6802835197811
29496390,294.65,297.15,294.68031767933934
29496420,294.65,297.15,294.68035022305014
29496450,294.65,297.15,294.68038108789193
29496480,294.65,297.15,294.68041021521066
29496510,294.65,297.15,294.68043755036024
29496540,294.65,297.15,294.68046304239056
29496570,294.65,297.15,294.6804866436746
29496600,294.65,297.15,294.6805083094894
29496630,294.65,297.15,294.6805280167122
29496660,294.65,297.15,294.6805458082578
29496690,294.65,297.15,294.68056182811074
29496720,294.65,297.15,294.68057631357965
29496750,294.65,297.15,294.68058954918837
29496780,294.65,297.15,294.68060181798853
29496810,294.65,297.15,294.6806133752031
29496840,294.65,297.15,294.68062444226666
29496870,294.65,297.15,294.68063520752133
29496900,294.65,297.15,294.6806458253143
29496930,294.65,297.15,294.6806564138424
29496960,294.65,297.15,294.68066705476144
29496990,294.65,297.15,294.68067779555815
29497020,294.65,297.15,294.6806942703809
29497050,294.65,297.15,294.68075051663243
29497080,294.65,297.15,294.68094164708896
29497110,294.65,297.15,294.68131302623476
29497140,294.65,297.15,294.6817964776538
29497170,294.65,297.15,294.6823225469578
29497200,294.65,297.15,294.6828482933449
29497230,294.65,297.15,294.6833422178032
29497260,294.65,297.15,294.68378383027226
29497290,294.65,297.15,294.6841622517608
29497320,294.65,297.15,294.684473279788
29497350,294.65,297.15,294.684717124934
29497380,294.65,297.15,294.68489689720406
29497410,294.65,297.15,294.6850175871341
29497440,294.65,297.15,294.6850853268501
29497470,294.65,297.15,294.68510682364564
29497500,294.65,297.15,294.685088925437
29497530,294.15,297.15,294.6144559240119
29497560,294.15,297.15,294.5391895770388
29497590,294.15,297.15,294.4702200542858
29497620,294.15,297.15,294.408245226562
29497650,294.15,297.15,294.35357633439713
29497680,294.15,297.15,294.3062090349614
29497710,294.15,297.15,294.26595492218456
29497740,294.15,297.15,294.23242624767084
29497770,294.15,297.15,294.2051339545009
29497800,294.15,297.15,294.18349769152303
29497830,294.15,297.15,294.16689503332844
29497860,294.15,297.15,294.1546845515636
29497890,294.15,297.15,294.14623442632666
29497920,294.15,297.15,294.1409297093652
29497950,294.15,297.15,294.1381957550975
29497980,294.15,297.15,294.13751146642755
29498010,294.15,297.15,294.1384089859955
29498040,294.15,297.15,294.14047750372515
29498070,294.15,297.15,294.1433637105114
29498100,294.15,297.15,294.14677119514937
29498130,294.15,297.15,294.1504572460244
29498160,294.15,297.15,294.1542280555461
29498190,294.15,297.15,294.15793337959497
29498220,294.15,297.15,294.1614611220163
29498250,294.15,297.15,294.1647319874899
29498280,294.15,297.15,294.16769428759676
29498310,294.15,297.15,294.1703190173671
29498340,294.15,297.15,294.172595324989
29498370,294.15,297.15,294.1745264595122
29498400,294.15,297.15,294.1761262308071
29498430,294.15,297.15,294.1774163472058
29498460,294.15,297.15,294.1784241533565
29498490,294.15,297.15,294.1791801534091
29498520,294.15,297.15,294.17971586559304
29498550,294.15,297.15,294.180062342523
29498580,294.15,297.15,294.1802492403625
29498610,294.15,297.15,294.1803041941719
29498640,294.15,297.15,294.18025238118935
29498670,294.15,297.15,294.18011622129734
29498700,294.15,297.15,294.1799152234362
29498730,294.15,297.15,294.1796659575562
29498760,294.15,297.15,294.17938211122396
29498790,294.15,297.15,294.1790745885719
29498820,294.15,297.15,294.1787516120208
29498850,294.15,297.15,294.1784187771
29498880,294.15,297.15,294.17807896607366
29498910,294.15,297.15,294.17773186492377
29498940,294.15,297.15,294.17737193511863
29498970,294.15,297.15,294.17698021391897
29499000,294.15,297.15,294.1765568666453
29499030,294.15,297.15,294.17612687972905
29499060,294.15,297.15,294.17572015065383
29499090,294.15,297.15,294.1753564955558
29499120,294.15,297.15,294.1750445218725
29499150,294.15,297.15,294.1747868621802
29499180,294.15,297.15,294.1745839604184
29499210,294.15,297.15,294.17443487827063
29499240,294.15,297.15,294.1743370131857
29499270,294.15,297.15,294.174286187572
29499300,294.15,297.15,294.174277201459
29499330,294.15,297.15,294.1743044181827
29499360,294.15,297.15,294.17436214533257
29499390,294.15,297.15,294.174444839955
29499420,294.15,297.15,294.1745472399957
29499450,294.15,297.15,294.1746644733344
29499480,294.15,297.15,294.17479214369956
29499510,294.15,297.15,294.17492638177595
29499540,294.15,297.15,294.1750638615007
29499570,294.15,297.15,294.17520179081794
29499600,294.15,297.15,294.17533788625065
29499630,294.15,297.15,294.1754703369299
29499660,294.15,297.15,294.17559776126086
29499690,294.15,297.15,294.17571915883076
29499720,294.15,297.15,294.1758338601547
29499750,294.15,297.15,294.17594147656564
29499780,294.15,297.15,294.1760418519939
29499810,294.15,297.15,294.1761350178255
29499840,294.15,297.15,294.17622115160987
29499870,294.15,297.15,294.1763005400886
29499900,294.15,297.15,294.1763735467852
29499930,294.15,297.15,294.17644058419455
29499960,294.15,297.15,294.1765020904489
29499990,294.15,297.15,294.17655851021544
29500020,294.15,297.15,294.1766102794958
29500050,294.15,297.15,294.1766578139468
29500080,294.15,297.15,294.17670150031483
29500110,294.15,297.15,294.1767416905652
29500140,294.15,297.15,294.176778698297
29500170,294.15,297.15,294.17681279705135
29500200,294.15,297.15,294.1768442201468
29500230,294.15,297.15,294.17687316816136
29500260,294.15,297.15,294.1768998244248
29500290,294.15,297.15,294.1769243708113
29500320,294.15,297.15,294.1769553238254
29500350,294.15,297.15,294.1770355774534
29500380,294.15,297.15,294.17721030903016
29500410,294.15,297.15,294.17745847662803
29500440,294.15,297.15,294.1777476721596
29500470,294.15,297.15,294.1780559450517
29500500,294.15,297.15,294.1783643724016
29500530,294.15,297.15,294.1786597542482
29500560,294.15,297.15,294.17893395702794
29500590,294.15,297.15,294.1791790883116
29500620,294.15,297.15,294.1793917353908
29500650,294.15,297.15,294.1795695600567
29500680,294.15,297.15,294.1797119479037
29500710,294.15,297.15,294.1798198093683
29500740,294.15,297.15,294.1798947874123
29500770,294.15,297.15,294.17993963048656
29500800,294.15,297.15,294.1799568793586
29500830,294.15,297.15,294.17994998231023
29500860,294.15,297.15,294.1799219532433
29500890,294.15,297.15,294.17987574014006
29500920,294.15,297.15,294.1798142634321
29500950,294.15,297.15,294.1797402862502
29500980,294.15,297.15,294.17965634154865
29501010,294.15,297.15,294.179564688175
29501040,294.15,297.15,294.17946728527545
29501070,294.15,297.15,294.1793657799285
29501100,294.15,297.15,294.17926150461034
29501130,294.15,297.15,294.17915548169447
29501160,294.15,297.15,294.1790484324369
29501190,294.15,297.15,294.1789407879718
29501220,294.15,297.15,294.17883269974993
29501250,294.15,297.15,294.1787240464936
29501280,294.15,297.15,294.1786144338949
29501310,294.15,297.15,294.1785031814725
29501340,294.15,297.15,294.1783892870771
29501370,294.15,297.15,294.17827135047173
29501400,294.15,297.15,294.1781474137664
29501430,294.15,297.15,294.1780145571123
29501460,294.15,297.15,294.17786796830137
29501490,294.15,297.15,294.17769994925334
29501520,294.15,297.15,294.177549502945
29501550,294.15,297.15,294.17744980737183
29501580,294.15,297.15,294.1774191276895
29501610,294.15,297.15,294.1774647041929
29501640,294.15,297.15,294.1775865262216
29501670,294.15,297.15,294.17778000909607
29501700,294.15,297.15,294.1780378028276
29501730,294.15,297.15,294.1783510287489
29501760,294.15,297.15,294.1787101421989
29501790,294.15,297.15,294.1791055404118
29501820,294.15,297.15,294.1795279880532
29501850,294.15,297.15,294.1799689069883
29501880,294.15,297.15,294.1804205624193
29501910,294.15,297.15,294.18087616906234
29501940,294.15,297.15,294.181329935722
29501970,294.15,297.15,294.1817770629891
29502000,294.15,297.15,294.18221370610473
29502030,293.65,297.15,294.13371375420564
29502060,293.65,297.15,294.07863778528804
29502090,293.65,297.15,294.02470573671474
29502120,293.65,297.15,293.97295899240976
29502150,293.65,297.15,293.92416511842094
29502180,293.65,297.15,293.8788744424832
29502210,293.65,297.15,293.8374596386493
29502240,293.65,297.15,293.80013486754274
29502270,293.65,297.15,293.76699010994844
29502300,293.65,297.15,293.7380197592197
29502330,293.65,297.15,293.7131272095154
29502360,293.65,297.15,293.6921496574621
29502390,293.65,297.15,293.6748665756329
29502420,293.65,297.15,293.66101860899875
29502450,293.65,297.15,293.65031421797397
29502480,293.65,297.15,293.6424447931326
29502510,293.65,297.15,293.6370918962326
29502540,293.65,297.15,293.6339356046705
29502570,293.65,297.15,293.6326627264055
29502600,293.65,297.15,293.6329723572048
29502630,293.65,297.15,293.634580612205
29502660,293.65,297.15,293.63722444416584
29502690,293.65,297.15,293.6406641974527
29502720,293.65,297.15,293.6446850915695
29502750,293.65,297.15,293.649097917605
29502780,293.65,297.15,293.65373893687706
29502810,293.65,297.15,293.6584691713097
29502840,293.65,297.15,293.6631731342964
29502870,293.65,297.15,293.66775728245324
29502900,293.65,297.15,293.67214813162343
29502930,293.65,297.15,293.6762902510654
29502960,293.65,297.15,293.6801441795001
29502990,293.65,297.15,293.68368432712344
29503020,293.65,297.15,293.6868969674853
29503050,293.65,297.15,293.689778276726
29503080,293.65,297.15,293.69233257922014
29503110,293.65,297.15,293.694570651433
29503140,293.65,297.15,293.69650830418914
29503170,293.65,297.15,293.698165005979
29503200,293.65,297.15,293.69956281519103
29503230,293.65,297.15,293.7007253280506
29503260,293.65,297.15,293.7016769311389
29503290,293.65,297.15,293.70244204810706
29503320,293.65,297.15,293.7030446613507
29503350,293.65,297.15,293.7035078148741
29503380,293.65,297.15,293.703853347051
29503410,293.65,297.15,293.70410160146463
29503440,293.65,297.15,293.7042712842996
29503470,293.65,297.15,293.70437938504756
29503500,293.65,297.15,293.7044410524664
29503530,293.65,297.15,293.7044697569614
29503560,293.65,297.15,293.7044774444014
29503590,293.65,297.15,293.70447435638056
29503620,293.65,297.15,293.7044691508777
29503650,293.65,297.15,293.7044690364814
29503680,293.65,297.15,293.7044799046363
29503710,293.65,297.15,293.7045064589156
29503740,293.65,297.15,293.7045523416872
29503770,293.65,297.15,293.7046202580428
29503800,293.65,297.15,293.70471209599464
29503830,293.65,297.15,293.70482904216993
29503860,293.65,297.15,293.7049716916539
29503890,293.65,297.15,293.7051401494908
29503920,293.65,297.15,293.705334122566
29503950,293.65,297.15,293.7055530020185
29503980,293.65,297.15,293.70579593665565
29504010,293.65,297.15,293.7060618978197
29504040,293.65,297.15,293.7063497360885
29504070,293.65,297.15,293.70665823020107
29504100,293.65,297.15,293.7069861245423
29504130,293.65,297.15,293.7073321747322
29504160,293.65,297.15,293.7076951693752
29504190,293.65,297.15,293.70807395174796
29504220,293.65,297.15,293.70846743827383
29504250,293.65,297.15,293.7088746326592
29504280,293.65,297.15,293.7092946358786
29504310,293.65,297.15,293.7097266526405
29504340,293.65,297.15,293.7101699949801
29504370,293.65,297.15,293.7106240835211
29504400,293.65,297.15,293.71108844685483
29504430,293.65,297.15,293.71156271942414
29504460,293.65,297.15,293.7120466382539
29504490,293.65,297.15,293.71254003883297
29504520,293.65,297.15,293.7130428504138
29504550,293.65,297.15,293.71355509096213
29504580,293.65,297.15,293.71407686195425
29504610,293.65,297.15,293.7146083431875
29504640,293.65,297.15,293.71514978774354
29504670,293.65,297.15,293.71570151721625
29504700,293.65,297.15,293.71626391729484
29504730,293.65,297.15,293.7168374337732
29504760,293.65,297.15,293.71742256903957
29504790,293.65,297.15,293.7180198790853
29504820,293.65,297.15,293.71862997106143
29504850,293.65,297.15,293.71925350139855
29504880,293.65,297.15,293.71989117449897
29504910,293.65,297.15,293.7205437419966
29504940,293.65,297.15,293.7212120025585
29504970,293.65,297.15,293.7218968020965
29505000,293.65,297.15,293.7225990346239
29505030,293.65,297.15,293.7233196484702
29505060,293.65,297.15,293.72405964628615
29505090,293.65,297.15,293.7248200858353
29505120,293.65,297.15,293.72560208287865
29505150,293.65,297.15,293.72640681543874
29505180,293.65,297.15,293.7272355335763
29505210,293.65,297.15,293.728089548602
29505240,293.65,297.15,293.7289702574634
29505270,293.65,297.15,293.7298791447819
29505300,293.65,297.15,293.7308177884267
29505330,293.65,297.15,293.7317878677916
29505360,293.65,297.15,293.73279117353405
29505390,293.65,297.15,293.7338296183025
29505420,293.65,297.15,293.73490524843317
29505450,293.65,297.15,293.73602025680265
29505480,293.65,297.15,293.73717637493786
29505510,293.65,297.15,293.7383730989631
29505540,293.65,297.15,293.73960942833554
29505570,293.65,297.15,293.74088712636035
29505600,293.65,297.15,293.7422111705345
29505630,293.65,297.15,293.74358712065697
29505660,293.65,297.15,293.7450206170277
29505690,293.65,297.15,293.74651752234115
29505720,293.65,297.15,293.74808383003153
29505750,293.65,297.15,293.74972564448456
29505780,293.65,297.15,293.75144937043063
29505810,293.65,297.15,293.75326171197617
29505840,293.65,297.15,293.75516974480723
29505870,293.65,297.15,293.75718105788366
29505900,293.65,297.15,293.75930378892895
29505930,293.65,297.15,293.7615467711609
29505960,293.65,297.15,293.76391962809
29505990,293.65,297.15,293.76643289310255
29506020,293.65,297.15,293.7690981507298
29506050,293.65,297.15,293.77192819846397
29506080,293.65,297.15,293.77493723144744
29506110,293.65,297.15,293.77814111573906
29506140,293.65,297.15,293.78155742388805
29506170,293.65,297.15,293.7852059507476
29506200,293.65,297.15,293.78910898572855
29506230,293.65,297.15,293.7932916796521
29506260,293.65,297.15,293.7977820975154
29506290,293.65,297.15,293.80261289728475
29506320,293.65,297.15,293.8078226398445
29506350,293.65,297.15,293.8135169183925
29506380,293.65,297.15,293.8197303683238
29506410,293.65,297.15,293.8264231319831
29506440,293.65,297.15,293.83355738188334
29506470,293.65,297.15,293.8410983133617
29506500,293.65,297.15,293.8490139028714
29506530,293.65,297.15,293.8572746387395
29506560,293.65,297.15,293.86585337521063
29506590,293.65,297.15,293.87472510904524
29506620,293.65,297.15,293.8838668147395
29506650,293.65,297.15,293.8932572743013
29506680,293.65,297.15,293.9028769398109
29506710,293.65,297.15,293.91270779427504
29506740,293.65,297.15,293.9227332385142
29506770,293.65,297.15,293.9329379555176
29506800,293.65,297.15,293.94330780136426
29506830,293.65,297.15,293.95382973857085
29506860,293.65,297.15,293.9644917856508
29506890,293.65,297.15,293.9752828121167
29506920,293.65,297.15,293.9861925810675
29506950,293.65,297.15,293.9972117356665
29506980,293.65,297.15,294.0083313129351
29507010,293.65,297.15,294.0195432628404
29507040,293.65,297.15,294.0308402395985
29507070,293.65,297.15,294.0422153301315
29507100,293.65,297.15,294.0536620869702
29507130,293.65,297.15,294.06517456154063
29507160,293.65,297.15,294.0767472616266
29507190,293.65,297.15,294.0883751051965
29507220,293.65,297.15,294.10005338192803
29507250,293.65,297.15,294.11177772181037
29507280,293.65,297.15,294.12354406809055
29507310,293.65,297.15,294.13534865281804
29507340,293.65,297.15,294.1471879742843
29507370,293.65,297.15,294.15905877614983
29507400,293.65,297.15,294.17095802817965
29507430,293.65,297.15,294.18288290521747
29507460,293.65,297.15,294.1948307638932
29507490,293.65,297.15,294.20679912231986
29507520,293.65,297.15,294.2187856450836
29507550,293.65,297.15,294.23078813226016
29507580,293.65,297.15,294.24280451045934
29507610,293.65,297.15,294.2548328246269
29507640,293.65,297.15,294.2668712301768
29507670,293.65,297.15,294.27891798546017
29507700,293.65,297.15,294.2909714446698
29507730,293.65,297.15,294.3030300512353
29507760,293.65,297.15,294.3150923317049
29507790,293.65,297.15,294.3271568900843
29507820,293.65,297.15,294.33922240259284
29507850,293.65,297.15,294.3512876128034
29507880,293.65,297.15,294.3633513271363
29507910,293.65,297.15,294.37541241067936
29507940,293.65,297.15,294.3874697833113
29507970,293.65,297.15,294.3995224161049
29508000,293.65,297.15,294.4115693279894
